,Review,Brand,Variety,Style,Country,Stars
1158,1422,nissin,pan asian kitchen spicy szechuan chicken flavor ramen noodles,tray,usa,3.0
1159,1421,nongshim,korean clay pot ramyun noodle,cup,china,2.75
1160,1420,maruchan,i want to eat ramen shio,pack,japan,3.75
1161,1419,vifon,ngon-ngon tom yum minced pork noodle,cup,vietnam,3.5
1162,1418,ottogi,ppushu ppushu grilled chicken flavor,pack,south korea,1.0
1163,1417,sau tao,oat noodle abalone flavored,pack,taiwan,1.75
1164,1416,myojo,chukazanmai szechuan style miso,pack,japan,2.0
1165,1415,chewy,instant rice vermicelli original flavour,pack,hong kong,0.5
1166,1414,paldo,cheese ramyun (for us market),pack,south korea,5.0
1167,1413,chering chang,curry la-men,pack,taiwan,5.0
1168,1412,chewy,non-fried ramen noodles taiwan roast pork flavour,pack,hong kong,4.0
1169,1411,a-sha dry noodle,prince katsu snack noodles,pack,taiwan,4.0
1170,1410,adabi,mi segera tom yam instant noodles,pack,malaysia,3.25
1171,1409,baixiang noodles,spicy artificial beef flavour instant noodles with soup base,pack,china,3.5
1172,1408,pamana,chicken sopas creamy macaroni soup,cup,philippines,3.5
1173,1407,annie chun's,ramen house thai coconut ramen,pack,usa,5.0
1174,1406,la fonte,spaghetti with mushroom sauce,pack,indonesia,3.75
1175,1405,maggi,masala dumdaar noodles,pack,india,3.75
1176,1404,thai choice,instant noodles seafood flavour,cup,thailand,4.0
1177,1403,tesco,everyday value chicken & mushroom flavour,cup,uk,0.5
1178,1402,pop bihun,spesial rasa kari ayam pedas,pack,indonesia,3.75
1179,1401,myojo,yomise no yakisoba shiodare flavor with black pepper mayonnaise,tray,japan,3.75
1180,1400,pulmuone,nature is delicious non-fried ramyun (spicy flavor) (new version),pack,south korea,3.75
1181,1399,vina acecook,oh! ricey pho bo instant rice noodles,bowl,vietnam,3.75
1182,1398,nissin,fried noodle specialist tom yam mee goreng flavour,pack,singapore,3.0
1183,1397,wu-mu,steam seafood flavor ramen,pack,taiwan,4.0
1184,1396,oyatsu,baby star snack noodle yakisoba flavor,pack,japan,4.75
1185,1395,snapdragon,singapore laksa curry soup bowl,bowl,usa,4.25
1186,1394,paldo,mild kokomen (prototype),pack,south korea,4.5
1187,1393,saji,sajimee curry soup flavour,pack,malaysia,4.25
1188,1392,miracle noodle,miso marvellous soup,pack,usa,4.0
1189,1391,shan,shoop instant noodles chicken flavour,pack,pakistan,3.5
1190,1390,indomie,mi goreng rasa iga penyet,pack,indonesia,4.75
1191,1389,tiger tiger,traveller's choice thai red curry flavour instant noodles,pack,uk,1.75
1192,1388,paldo,barbecue ramyun (prototype),pack,south korea,3.75
1193,1387,takamori kosan,red pepper 7 garlic peperoncino,pack,japan,4.0
1194,1386,takamori kosan,sukiyaki style noodle stew,pack,japan,4.5
1195,1385,takamori kosan,yaki-udon roast soy sauce,pack,japan,3.75
1196,1384,takamori kosan,hiyashi udon bonito sauce,pack,japan,3.0
1197,1383,takamori kosan,futomen yakisoba,pack,japan,4.75
1198,1382,takamori kosan,hiyashi chuka lemon sauce,pack,japan,4.75
1199,1381,takamori kosan,curry udon,pack,japan,5.0
1200,1380,takamori kosan,chanpon,pack,japan,3.75
1201,1379,takamori kosan,shio yakisoba,pack,japan,4.0
1202,1378,takamori kosan,yakisoba,pack,japan,5.0
1203,1377,takamori kosan,yaki-udon mild spicy sauce,pack,japan,4.25
1204,1376,takamori kosan,katsuo dashi udon,pack,japan,3.75
1205,1375,takamori kosan,spaghetti napolitan,pack,japan,4.0
1206,1374,tokyo noodle,spicy garlic ramen,pack,japan,3.25
1207,1373,tesco,everyday value beef & tomato flavour noodles,cup,uk,2.0
1208,1372,samyang foods,nagasaki jjamppong,cup,south korea,3.75
1209,1371,campbell's,hearty noodles thai flavour,cup,canada,0.0
1210,1370,papa,oriental style instant 'kua-chap',pack,thailand,3.25
1211,1369,a-sha dry noodle,hello kitty za jiang (soybean sauce),pack,taiwan,3.25
1212,1368,nissin,soba teriyaki noodles with japanese yakisoba sauce,cup,germany,3.0
1213,1367,sawadee,instant noodles vegetable & mushroom flavour,pack,uk,1.5
1214,1366,nongshim,sir long tang creamy beef noodle soup,cup,usa,4.25
1215,1365,four seas,seaweed hot & spicy instant noodle mushroom & beef flavour,bowl,hong kong,3.5
1216,1364,golden wheat,korean style stew pork flavour noodle soup,bowl,china,1.75
1217,1363,sau tao,instant noodle king won ton flavor,pack,hong kong,2.75
1218,1362,mamee,instant noodles curry flavour,pack,malaysia,3.5
1219,1361,mamee,chef creamy tom yam flavour,pack,malaysia,5.0
1220,1360,mamee,monster bbq flavour snack noodles,pack,malaysia,3.75
1221,1359,mamee,chef curry laksa flavour,cup,malaysia,5.0
1222,1358,mamee,sllrrrp! asam laksa,pack,malaysia,4.0
1223,1357,mamee,mie goreng indonesia spicy sambal,cup,malaysia,5.0
1224,1356,mamee,chef spicy chicken shiitake flavour,pack,malaysia,3.25
1225,1355,mamee,instant vermicelli chicken flavour,pack,malaysia,3.25
1226,1354,mamee,chef creamy tom yam flavour,cup,malaysia,4.75
1227,1353,mamee,instant noodles vegetarian flavour,pack,malaysia,3.75
1228,1352,mamee,sllrrrp! kari berapi,pack,malaysia,3.75
1229,1351,mamee,monster chicken flavour snack noodles,pack,malaysia,4.0
1230,1350,mamee,chef curry laksa flavour,pack,malaysia,5.0
1231,1349,mamee,mie goreng indonesia original flavour,cup,malaysia,4.5
1232,1348,mamee,instant vermicelli tom yam flavour,pack,malaysia,3.75
1233,1347,paldo,bulnak bokkummyun spicy fried octopus ramyun,pack,south korea,4.0
1234,1346,oyatsu,baby star ramen round consomme mini,pack,japan,3.75
1235,1345,lotus foods,forbidden rice ramen,pack,usa,2.25
1236,1344,lotus foods,millet & brown rice ramen,pack,usa,4.0
1237,1343,lotus foods,jade pearl rice ramen,pack,usa,3.25
1238,1342,ah lai,white curry noodle,pack,malaysia,4.5
1239,1341,plats du chef,cuisine adventures chicken pho soup,bowl,canada,5.0
1240,1340,indomie,taste of asia mi goreng rasa bulgogi ala korea,pack,indonesia,2.75
1241,1339,kin-dee,instant rice noodle pad thai,tray,thailand,3.75
1242,1338,batchelors,super noodles peppered steak flavour,pack,uk,1.5
1243,1337,sakura noodle,chikara brand udon beef flavor,pack,usa,4.25
1244,1336,shirakiku,fresh chow mein noodles with seasoning,pack,usa,3.75
1245,1335,sakura noodle,chikara brand udon hot & spicy flavor,pack,usa,4.0
1246,1334,sakura noodle,chikara brand udon mushroom flavor,pack,usa,3.75
1247,1333,sakura noodle,chikara brand udon oriental flavor,pack,usa,3.75
1248,1332,sakura noodle,chikara brand udon chicken flavor,pack,usa,3.75
1249,1331,indomie,taste of asia mi kuah rasa tom yum ala thailand,pack,indonesia,3.75
1250,1330,sapporo ichiban,otafuku okonomi sauce yakisoba,tray,japan,5.0
1251,1329,vifon,oriental style instant noodle mi ga chicken flavor,cup,vietnam,1.25
1252,1328,a-sha dry noodle,hello kitty la wei (spicy flavor),pack,taiwan,3.75
1253,1327,unif,unif-100 instant noodles artificial tart beef flavor,pack,china,3.0
1254,1326,mamee,mi segera sllrrrp! perencah kari xtra pedas,pack,malaysia,3.75
1255,1325,koka,spicy shrimp tom yam flavour,cup,singapore,3.25
1256,1324,ruski,instant noodles stewed beef flavour,pack,thailand,3.5
1257,1323,golden wheat,korean style mushroom chicken flavour cooking noodle,pack,china,2.0
1258,1322,hi-myon,instant noodle udon hot & spicy,pack,south korea,4.0
1259,1321,takamori kosan,fresh chow mein noodles with seasoning,pack,japan,3.75
1260,1320,mama,instant noodles cup seafood flavour,cup,thailand,3.75
1261,1319,adabi,mi segera kari ayam instant noodles,pack,malaysia,4.25
1262,1318,nissin,spa oh tarako spaghetti,bowl,japan,4.0
1263,1317,ve wong,little prince brand snack noodles original flavor,pack,taiwan,2.5
1264,1316,ottogi,japchae vermicelli noodle,pack,south korea,2.75
1265,1315,sainsbury's,chicken flavour instant noodles,pack,uk,2.75
1266,1314,paldo,korean traditional beef gomtangmen,pack,south korea,5.0
1267,1313,healtimie,green barley noodle vegetable soup,pack,indonesia,3.25
1268,1312,maruchan,i want to eat ramen miso flavor,pack,japan,3.75
1269,1311,pop bihun,spesial rasa soto ayam,pack,indonesia,4.0
1270,1310,thai kitchen,rice noodle cart thai peanut,tray,usa,3.0
1271,1309,yum yum,oriental style instant noodles seafood flavour,cup,thailand,3.75
1272,1308,nongshim,soon veggie noodle soup,pack,south korea,5.0
1273,1307,nissin,cup noodle cheese curry,cup,japan,3.75
1274,1306,koka,oriental style instant noodles tom yam flavour,pack,singapore,2.5
1275,1305,a-sha dry noodle,instant noodle original flavor,pack,taiwan,3.75
1276,1304,nissin,demae ramen shoyu tonkotsu artificial pork flavour,pack,hong kong,4.75
1277,1303,western family,instant noodles in a cup chicken flavour,cup,canada,1.5
1278,1302,mama,instant noodles yentafo tom yum mohfai flavour,pack,thailand,5.0
1279,1301,knorr,quick serve macaroni shrimp broth,pack,hong kong,3.25
1280,1300,samyang foods,red nagasaki jjampong,pack,south korea,5.0
1281,1299,mr. noodles,noodles in a cup spicy chicken simulated flavour,cup,canada,1.0
1282,1298,good tto leu foods,lightning beef bone tteokguk rice cake soup,bowl,south korea,4.0
1283,1297,gaga,mie gepeng kuah rasa ayam lada hitam,pack,indonesia,3.25
1284,1296,wu-mu,ramen with pickled mustard flavor,pack,taiwan,3.5
1285,1295,wu-mu,steam mushroom flavor ramen,pack,taiwan,3.25
1286,1294,thai choice,instant noodles chicken flavour,cup,thailand,3.0
1287,1293,myojo,prawn noodles,pack,singapore,4.25
1288,1292,nissin,cup noodles sabor a carne sopa con fideos,cup,colombia,3.0
1289,1291,a-one,mì ly instant noodles mì tôm shrimp flavor,cup,vietnam,3.25
1290,1290,nongshim,sain sain garlic teriyaki fresh cooked udon pasta,tray,south korea,4.5
1291,1289,jml,braised beef noodles,pack,china,4.0
1292,1288,sau tao,qq scallop seafood vermicelli,bowl,hong kong,3.75
1293,1287,kimura,kumamoto tonkotsu ramen,pack,japan,5.0
1294,1286,batchelors,super noodles roast beef & onion flavour,pack,uk,3.25
1295,1285,lucky me!,supreme chow mein seafood flavor instant stir-fried noodles,bowl,philippines,3.25
1296,1284,thai kitchen,rice noodle cart sweet citrus ginger,tray,usa,4.25
1297,1283,nongshim,oolongmen kimchi cup noodle soup mix,cup,south korea,4.0
1298,1282,koka,purple wheat noodles aglio olio,pack,singapore,2.75
1299,1281,tokachimen koubou,jet black sesame oil pork tonkotsu,bowl,japan,2.25
1300,1280,deshome,sun dried noodle chlorella powder noodle with curry sauce,pack,taiwan,5.0
1301,1279,ko-lee,instant noodles mixed vegetable,pack,uk,3.5
1302,1278,ottogi,ppushu ppushu noodle snack bulgogi flavor,pack,south korea,3.25
1303,1277,vifon,mì gà tìm chua cay hot & sour chicken flavor instant noodles,pack,vietnam,2.0
1304,1276,adabi,mi bandung prawn mee,pack,malaysia,4.25
1305,1275,wu-mu,ramen with stewed pork flavor,pack,taiwan,4.5
1306,1274,wu-mu,shiitake flavor spinach ramen,pack,taiwan,3.75
1307,1273,sainsbury's,basics instant noodles chicken curry flavour,pack,uk,3.25
1308,1272,samyang foods,baked noodle spicy grilled beef ramyun,pack,south korea,3.5
1309,1271,prima taste,singapore chilli crab la mian,pack,singapore,5.0
1310,1270,ko-lee,instant noodles taste sensations creamy shrimp tom yum flavour,pack,uk,5.0
1311,1269,chewy,rice vermicelli scallop with xo sauce flavour,pack,hong kong,2.5
1312,1268,wu-mu,dried noodle with jah jan sauce,pack,taiwan,3.25
1313,1267,abc,mi cup rasa soto ayam chicken soto flavour,cup,indonesia,3.75
1314,1266,abc,selera pedas mi goreng cup rasa gulai ayam pedas hot gulai chicken,cup,indonesia,4.0
1315,1265,abc,rasa ayam bawang chicken onion flavour,cup,indonesia,3.75
1316,1264,abc,selera pedas mi goreng cup rasa ayam pedas limau hot chicken lemon flavour,cup,indonesia,4.25
1317,1263,nissin,cup noodle curry x gunpla rx-78-2 gundam,cup,japan,4.25
1318,1262,abc,mi cup rasa kari ayam chicken curry flavour,cup,indonesia,3.75
1319,1261,eat & go,rasa baso sapi meat ball mi instan cup,cup,indonesia,3.75
1320,1260,abc,mi goreng pangsit fried noodle with dumpling,pack,indonesia,5.0
1321,1259,eat & go,chicken onion mi instan cup,cup,indonesia,3.75
1322,1258,president,mi goreng rasa ayam chicken flavoured fried noodle,pack,indonesia,4.5
1323,1257,abc,mi goreng spesial special fried noodle,cup,indonesia,4.0
1324,1256,eat & go,curry chicken mi instan cup,cup,indonesia,4.25
1325,1255,thai choice,instant noodles shrimp flavour,cup,thailand,3.25
1326,1254,four seas,sesame oil chicken flavour instant noodle,bowl,hong kong,2.75
1327,1253,nissin,chow mein teriyaki chicken flavor chow mein noodles,tray,usa,3.75
1328,1252,tesco,instant noodles chow mein flavour,pack,uk,2.25
1329,1251,mama,instant noodles tom saab flavour,pack,thailand,3.5
1330,1250,samyang foods,三養라면 (samyang ramyun) (south korean version),bowl,south korea,3.75
1331,1249,nissin,sabor a pollo sopa con fideos,cup,colombia,2.75
1332,1248,wu-mu,beef flavour tomato ramen,pack,taiwan,4.0
1333,1247,maruchan,i want to eat ramen pork tonkotsu flavor,pack,japan,4.0
1334,1246,annie chun's,ramen house chicken vegetable flavored ramen,pack,usa,4.0
1335,1245,sau tao,instant noodle king abalone & chicken flavoured,pack,hong kong,3.5
1336,1244,unif,unif-100 pickled cayenne flavor beef ramen,pack,china,3.75
1337,1243,nissin,demae rice vermicelli chicken flavour instant rice vermicelli with soup base,pack,hong kong,1.75
1338,1242,thai pavilion,garlic chili instant rice noodles & sauce,tray,usa,4.0
1339,1241,nissin,donbei kansai soy sauce flavor udon,pack,japan,3.75
1340,1240,maggi,big kari perencah (big curry flavor) 2 minute noodles,pack,malaysia,4.0
1341,1239,supermi,rasa ayam spesial,pack,indonesia,4.0
1342,1238,sapporo ichiban,sesame ramen,pack,japan,5.0
1343,1237,mama,instant noodles creamy tom yum minced pork flavour,pack,thailand,3.5
1344,1236,emart,dare you habanero ramyun,cup,south korea,3.25
1345,1235,nissin,demae ramen miso tonkotsu artificial pork flavor ramen noodle,pack,hong kong,3.75
1346,1234,sainsbury's,barbecue beef flavour instant noodles,pack,uk,2.75
1347,1233,nissin,sabor a pollo sopa instantánea con fideos,pack,colombia,3.25
1348,1232,gaga,mie gepeng kuah rasa ayam bawang pedas,pack,indonesia,3.25
1349,1231,a-sha dry noodle,instant noodle shallot flavor,pack,taiwan,3.75
1350,1230,saji,sajimee original soto soup flavor,pack,malaysia,4.0
1351,1229,kumamoto,tonkotsu ramen mega dragon,pack,japan,2.5
1352,1228,maruchan,seimen japanese instant ramen noodles shio aji,pack,japan,3.75
1353,1227,mr. noodles,chicken kimchi oriental style noodles with soup base,bowl,canada,0.5
1354,1226,master kong,artificial braised beef flavor instant noodle,bowl,china,3.75
1355,1225,nissin,pan asian kitchen sweet & sour chicken flavor ramen noodles,tray,usa,3.75
1356,1224,homyeondang,premium noodle house seafood ramyun,pack,south korea,4.0
1357,1223,sawadee,instant noodles prawn oriental flavour,pack,malaysia,2.5
1358,1222,nissin,soba classic noodles with japanese yakisoba sauce,cup,germany,3.75
1359,1221,abc,selera pedas hot semur chicken flavour,pack,indonesia,4.5
1360,1220,nissin,ultraman instant noodle pork flavour,cup,japan,3.0
1361,1219,tokyo noodle,mini instant noodle spicy flavor,pack,japan,3.5
1362,1218,sau tao,ho fan beef soup flavored,pack,china,3.75
1363,1217,doll,hello kitty dim sum noodle japanese curry flavour,cup,hong kong,3.5
1364,1216,batchelors,super low fat noodles chilli chicken flavour,pack,uk,1.0
1365,1215,gaga,mi instan cup milk chicken soup,cup,indonesia,4.75
1366,1214,eat & go,rendang beef flavour fried instant noodle,cup,indonesia,5.0
1367,1213,nan jie cun,hot -dry instant noodles chilli flavour,tray,china,0.5
1368,1212,ruski,instant noodles tom yum flavour,pack,thailand,3.5
1369,1211,nissin,demae iccho instant noodle with soup base artificial chicken flavour,bowl,hong kong,3.0
1370,1210,a-sha dry noodle,hell spicy mala,pack,taiwan,4.0
1371,1209,batchelors,super noodles chicken mushroom flavour,pack,uk,3.25
1372,1208,golden wheat,korean style stew prok flavour cooking noodle,pack,china,3.5
1373,1207,nissin,ufo yakisoba with wasabi mayonnaise,bowl,japan,5.0
1374,1206,china best,frozen satay sauce noodle,pack,taiwan,1.0
1375,1205,mama,instant noodles pork flavour with black pepper,pack,thailand,3.5
1376,1204,nissin,cup noodles sabor a gallina,cup,colombia,3.5
1377,1203,gaga,mie gepeng kuah rasa soto cabe hijau,pack,indonesia,3.5
1378,1202,sugakiya foods,udon miso stew,pack,japan,3.25
1379,1201,a-sha dry noodle,instant noodle curry flavour,pack,taiwan,4.25
1380,1200,men-sunaoshi,tonkotsu ramen,pack,japan,3.75
1381,1199,mama,instant noodles chicken green curry flavour,pack,thailand,3.75
1382,1198,samyang foods,maesaengyitangmyun baked noodle,pack,south korea,5.0
1383,1197,nissin,cup noodle chilli tomato,cup,japan,4.5
1384,1196,nissin,bowl noodles chicken flavor,bowl,usa,3.5
1385,1195,sawadee,instant noodles spicy tomato flavour,pack,malaysia,2.5
1386,1194,paldo,namja ramyun (us version),bowl,south korea,4.0
1387,1193,nissin,soba curry noodles with japanese yakisoba sauce,cup,germany,3.75
1388,1192,wu-mu,ramen with simmered pork flavor,pack,taiwan,3.75
1389,1191,gaga,seribu 1000 goreng spesial,pack,indonesia,4.0
1390,1190,sanrio,hello kitty hakata shoyutonkotsu ramen,bowl,japan,3.75
1391,1189,acecook,comet mori yukino tan-tan men,bowl,japan,5.0
1392,1188,chencun,braised pork ribs,cup,china,3.0
1393,1187,nongshim,shin ramyun cup,cup,south korea,3.5
1394,1186,nissin,sabor a carne sopa instantánea con fideos,pack,colombia,3.75
1395,1185,sainsbury's,basics instant noodles chicken flavour,pack,uk,3.25
1396,1184,sapporo ichiban,pokemon shoyu ramen,cup,japan,3.5
1397,1183,paldo,cheese noodle,pack,south korea,5.0
1398,1182,ko-lee,go noodles xtreme hot & spicy flavour,pack,uk,3.75
1399,1181,samyang foods,star popeye ramyun snack,pack,south korea,4.0
1400,1180,wei lih,what’s that? leisure meatballs spicy chicken flavor,pack,taiwan,3.75
1401,1179,myojo,chukazanmai guangdong style ramen,pack,japan,4.25
1402,1178,nongshim,shin black spicy pot-au-feu flavor premium noodle soup,cup,usa,5.0
1403,1177,abc,mi abc rasa ayam bawang (onion chicken),pack,indonesia,4.0
1404,1176,maruchan,old style shio ramen,pack,japan,3.5
1405,1175,healtimie,green barley noodle milk chicken soup,pack,indonesia,4.25
1406,1174,itomen,crab flavor instant ramen,pack,japan,4.0
1407,1173,pop bihun,spesial goreng special,pack,indonesia,3.5
1408,1172,koyo,seaweed ramen made with organic noodles,pack,usa,2.75
1409,1171,tiger tiger,traveller's choice indian tikka masala flavour,pack,uk,3.0
1410,1170,acecook,jan jan yakisoba,cup,japan,3.75
1411,1169,mr. noodles,noodles in a cup beef simulated flavour,cup,canada,1.75
1412,1168,nissin,donbei curry udon (west japanese),bowl,japan,3.25
1413,1167,kabuto noodles,miso ramen,cup,uk,3.75
1414,1166,unif,man han feast sichuan chilli eel flavor,bowl,taiwan,5.0
1415,1165,nissin,chow mein with shrimp chow mein noodles,tray,usa,3.75
1416,1164,mr. noodles,bowl chicken simulated flavour,bowl,canada,2.0
1417,1163,chewy,rice vermicelli spicy beef with chilli flavour,pack,china,3.25
1418,1162,nissin,chanpon ramen,pack,japan,4.75
1419,1161,gaga,100 green chilli soto flavour,pack,indonesia,3.75
1420,1160,samyang foods,chacharoni,pack,south korea,3.75
1421,1159,peyang,yakisoba,tray,japan,5.0
1422,1158,nissin,demae iccho xo sauce seafood flavour,bowl,hong kong,4.0
1423,1157,golden wonder,the nation's noodle beef & tomato flavour,cup,uk,4.25
1424,1156,vifon,oriental style instant vermicelli sour crab flavour soup,pack,vietnam,3.75
1425,1155,komforte chockolates,savory ramen ,bar,usa,5.0
1426,1154,golden wheat,korean style shrimp flavour cooking noodle,pack,china,3.5
1427,1153,wu-mu,spicy flavor tomato ramen,pack,taiwan,4.0
1428,1152,sapporo ichiban,tomato & basil shio ramen,pack,japan,4.0
1429,1151,asian thai foods,fatafat vegetable flavor,pack,nepal,3.75
1430,1150,asian thai foods,krrish instant noodles chicken flavor,pack,nepal,3.5
1431,1149,asian thai foods,preeti instant noodles chicken soup base,pack,nepal,3.5
1432,1148,asian thai foods,miteri instant noodles vegetable flavor,pack,nepal,3.5
1433,1147,asian thai foods,rumpum chicken soup base,pack,nepal,3.5
1434,1146,asian thai foods,2pm precooked noodles chicken curry delight,pack,nepal,3.5
1435,1145,asian thai foods,fatafat chicken flavor,pack,nepal,3.75
1436,1144,asian thai foods,krrish instant noodles vegetable curry flavor,pack,nepal,3.5
1437,1143,asian thai foods,rumpum vegetable soup base,pack,nepal,4.25
1438,1142,asian thai foods,miteri instant noodles chicken flavor,pack,nepal,4.0
1439,1141,asian thai foods,joker ready to eat noodles,pack,nepal,3.25
1440,1140,asian thai foods,preeti instant noodles veg soup base,pack,nepal,5.0
1441,1139,asian thai foods,gaurav chicken seasoning,pack,nepal,3.75
1442,1138,tablemark,downtown ramen shop shoyu,pack,japan,4.75
1443,1137,koka,oriental style instant noodles crab flavour,pack,singapore,3.75
1444,1136,nissin,yakisoba,pack,japan,5.0
1445,1135,indomie,instant noodle beef & lime flavour,pack,indonesia,4.25
1446,1134,hi-myon,katsuo udon,pack,south korea,4.0
1447,1133,kamfen,e-men noodles abalone soup flavor,pack,hong kong,3.75
1448,1132,tesco,everyday value spicy curry flavour noodles,cup,uk,1.5
1449,1131,wei lih,what’s that? leisure meatballs chicken flavor,pack,taiwan,3.75
1450,1130,nissin,big cup noodles habanero lime shrimp flavor ramen noodle soup,cup,usa,3.5
1451,1129,oyatsu,baby star ramen round chikinmini,pack,japan,3.5
1452,1128,lucky me!,special instant pancit bihon with kalamansi,pack,philippines,3.25
1453,1127,campbell's,hearty noodles chicken flavour,cup,canada,2.75
1454,1126,gaga,mie jepeng goreng rasa ayam lada hitam,pack,indonesia,4.0
1455,1125,myojo,japanese style noodles shio flavor,pack,usa,5.0
1456,1124,samyang foods,ganjjampong,bowl,south korea,4.25
1457,1123,maruchan,fresh yaki-soba stir fry noodles with seasoning sauce base,pack,japan,4.25
1458,1122,nagao noodle,ramen kamen thasos galle pork bone,pack,japan,4.25
1459,1121,sau tao,oat noodle sesame oil flavored,pack,china,3.75
1460,1120,abc,selera pedas mi rebus hot gulai flavor,pack,indonesia,4.75
1461,1119,ko-lee,taste sensation instant noodles curry flavour,pack,uk,3.75
1462,1118,mr. noodles,kimchi bowl noodles oriental noodle with soup base,bowl,canada,2.75
1463,1117,thai pavilion,spicy pad thai instant noodles & sauce,tray,usa,4.25
1464,1116,tokyo noodle,mini instant noodles artificial chicken flavor,pack,japan,5.0
1465,1115,nissin,pan asian kitchen sukiyaki beef flavor savory soy sauce ramen noodles,tray,usa,3.75
1466,1114,maitri,vegetarian fried noodles (mie goreng),pack,indonesia,4.0
1467,1113,samyang foods,samyang ramyun (sk version),cup,south korea,3.5
1468,1112,mama,oriental style instant kua-chap clear soup,pack,thailand,3.75
1469,1111,golden wheat,korean style stew beef cooking noodle,pack,china,3.25
1470,1110,gs25,gonghwachun jjajangmyun,pack,south korea,4.5
1471,1109,la fonte,spaghetti with bolognese sauce,box,indonesia,4.25
1472,1108,chencun,spicy beef,cup,china,3.5
1473,1107,nissin,demae ramen kimchi flavour instant noodle with soup base,bowl,hong kong,3.5
1474,1106,nissin,raoh rich soy sauce with roast pork (2 slices),bowl,japan,4.5
1475,1105,nongshim,doong ji authentic korean cold noodles with chili sauce,tray,south korea,5.0
1476,1104,western family,instant noodles chicken flavour,pack,canada,3.5
1477,1103,myojo,ippei-chan yomise no yakisoba teriyaki mayo flavor,tray,japan,5.0
1478,1102,batchelors,super noodles mild mexican chilli,pack,uk,3.0
1479,1101,eat & go,spicy chicken mi instan cup,cup,indonesia,4.25
1480,1100,baltix,instant noodles with chicken flavour broth,pack,estonia,3.75
1481,1099,baltix,instant noodles with beef flavour broth,pack,estonia,3.25
1482,1098,tropicana slim,low fat noodles hainan chicken,pack,indonesia,3.75
1483,1097,amianda,homely dried noodles - sesame pate,pack,taiwan,3.75
1484,1096,amianda,tachia noodles - hot & spicy sauce,pack,taiwan,3.5
1485,1095,amianda,tachia dried noodles - fried shallot,pack,taiwan,3.25
1486,1094,amianda,thin noodles - sesame oil,pack,taiwan,4.25
1487,1093,amianda,hakka flat noodles - satay sauce,pack,taiwan,4.5
1488,1092,amianda,tachia dried noodles - rou zhou meat sauce,pack,taiwan,5.0
1489,1091,amianda,homely dried noodles - original flavor ,pack,taiwan,4.0
1490,1090,amianda,dried noodles - spicy sauerkraut,pack,taiwan,3.25
1491,1089,amianda,hakka flat noodles - fried bean sauce,pack,taiwan,4.25
1492,1088,amianda,tachia dried noodles - peppery,pack,taiwan,3.75
1493,1087,mykuali,penang white curry noodle,pack,malaysia,5.0
1494,1086,sawadee,indian curry flavour,pack,uk,3.0
1495,1085,vina acecook,hao hao mi goreng shrimp & onion flavour,pack,vietnam,3.5
1496,1084,mr. noodles,noodles in a cup chicken simulated flavour,cup,canada,1.5
1497,1083,nissin,goota demi hamburg-men,cup,japan,4.75
1498,1082,indomie,mi goreng cabe ijo,pack,indonesia,4.5
1499,1081,deshome,aloe noodle sesame sauce,pack,taiwan,3.25
1500,1080,deshome,black eyed beans noodle basil sauce & sesame sauce,pack,taiwan,3.5
1501,1079,deshome,aloe noodle vegetable sauce,pack,taiwan,5.0
1502,1078,deshome,black eyed beans noodle spicy soybean sauce & sesame sauce,pack,taiwan,3.75
1503,1077,deshome,aloe noodle red onion & sesame sauce,pack,taiwan,5.0
1504,1076,deshome,black eyed beans noodle vegetable sauce & sesame sauce,pack,taiwan,3.75
1505,1075,deshome,aloe noodle with basil sauce,pack,taiwan,5.0
1506,1074,deshome,pollen noodles sesame sauce & soy sauce,pack,taiwan,4.25
1507,1073,deshome,black eyed bean noodle red onion sauce & sesame sauce,pack,taiwan,3.75
1508,1072,deshome,aloe noodle with spicy soybean sauce,pack,taiwan,4.0
1509,1071,nissin,raoh soy sauce taste,pack,japan,4.0
1510,1070,homyeondang,premium noodle house pork & seafood flavor,pack,south korea,4.0
1511,1069,nissin,raoh rich miso flavor,bowl,japan,5.0
1512,1068,koka,oriental instant noodles stir fried noodles,pack,singapore,3.75
1513,1067,nissin,cup noodle red shock,cup,japan,3.75
1514,1066,tasty bite,1 step-1 minute asian noodles pad thai,pack,usa,3.5
1515,1065,tasty bite,1 step-1 minute asian noodles kung pao,pack,usa,4.25
1516,1064,tasty bite,1 step-1 minute asian noodles mushroom lo mein,pack,usa,4.0
1517,1063,tasty bite,1 step-1 minute asian noodles thai basil,pack,usa,3.75
1518,1062,tasty bite,1 step-1 minute asian noodles lemongrass ginger,pack,usa,3.75
1519,1061,tasty bite,1 step-1 minute asian noodles toasted sesame,pack,usa,4.0
1520,1060,star anise foods,happy pho vietnamese brown rice noodle soup garlic goodness,pack,usa,3.75
1521,1059,mamee,oriental noodles curry flavour,pack,malaysia,3.25
1522,1058,a-sha dry noodle,dry noodle mandarin noodle - original sauce,pack,taiwan,4.0
1523,1057,a-sha dry noodle,dry noodle hakka noodle - spicy sesame oil sauce,pack,taiwan,3.5
1524,1056,a-sha dry noodle,dry noodle mandarin noodle - onion oil sauce,pack,taiwan,5.0
1525,1055,a-sha dry noodle,dry noodle qq thin noodle - bbq sauce,pack,taiwan,5.0
1526,1054,a-sha dry noodle,no. 10 mandarin noodle - black pepper sauce,pack,taiwan,3.75
